"Gene_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant","regulation"
"SHISA8",14.8030462488039,-1.04878744898838,0.42054981813544,-2.49384829991916,0.0126366538315832,0.0366280701685649,"Yes","Downregulated"
"C19orf81",23.471846620952,1.13091720498649,0.274985622860548,4.11264121091889,3.91158058939199e-05,0.000334509494658784,"Yes","Upregulated"
"KDM4E",2.12011784753263,-1.08096095993982,0.373508078405334,-2.89407652052644,0.00380275476778466,0.0139203451699901,"Yes","Downregulated"
"NFAM1",560.13004978722,1.2781824220453,0.214604114972095,5.95600145976467,2.58484021606618e-09,1.88175861710844e-07,"Yes","Upregulated"
"HLA-DQA2",4394.37695136398,1.31951977171471,0.421666817297621,3.12929478342936,0.00175226421941845,0.00744671121631144,"Yes","Upregulated"
"OR2I1P",330.70762397168,2.17521724926821,0.362200866688165,6.00555506439734,1.90678435719243e-09,1.58622708863624e-07,"Yes","Upregulated"
"ETDA",8.03105897466303,-1.19753937699291,0.40147120749193,-2.98287736366993,0.00285552387410909,0.0110123369533073,"Yes","Downregulated"
"OR1J4",1.43913496050045,-2.41291172045559,0.851685175173095,-2.83310287743966,0.00460985472428101,0.016240444565265,"Yes","Downregulated"
"LILRA4",43.7532605151246,1.77739419126941,0.368840761444036,4.8188659634873,1.44376503251943e-06,2.46508562101478e-05,"Yes","Upregulated"
"LILRA2",477.819247824323,1.02640307832697,0.209151282206181,4.90746730070316,9.22600311615493e-07,1.752843680272e-05,"Yes","Upregulated"
"PCDHGC5",13.2523717138595,-1.17037727570897,0.214918013534696,-5.4456918545826,5.16044068283759e-08,1.88179214980813e-06,"Yes","Downregulated"
"HLA-DOB",127.765792905317,1.02896228397333,0.274408289786385,3.74974926877877,0.000177011467041637,0.0011508290454285,"Yes","Upregulated"
"KRTAP5-8",5.41689588150165,-1.0737990772028,0.29729813049246,-3.61185950084552,0.000304009269804931,0.00179341671981793,"Yes","Downregulated"
"CDRT1",61.3732760811113,-1.43398977234505,0.254561959402697,-5.63316599113928,1.76931010896581e-08,8.33372706793348e-07,"Yes","Downregulated"
"PCDHGC4",7.61860919576684,-1.39543606885646,0.252697182323218,-5.52216710937283,3.34843789991608e-08,1.34286466287765e-06,"Yes","Downregulated"
"HLA-DMB",3285.03414520682,1.21872448581729,0.178332858194686,6.83398728733884,8.25863466377105e-12,2.60821147991081e-09,"Yes","Upregulated"
"STRC",27.2789506370758,-1.14366236036005,0.238485336532924,-4.7955248611361,1.62249444758563e-06,2.69972926158982e-05,"Yes","Downregulated"
